Entity,Code,Year,Cement (tonnes),Flaring (tonnes),Oil (tonnes),Coal (tonnes),Gas (tonnes)
Martinique,MTQ,1990,124576,0,1483920,0,0
Martinique,MTQ,1991,120912,0,1278736,0,0
Martinique,MTQ,1992,120912,0,1472928,0,0
Martinique,MTQ,1993,109920,0,1472928,0,0
Martinique,MTQ,1994,109920,0,1524224,0,0
Martinique,MTQ,1995,109920,0,1527888,0,0
Martinique,MTQ,1996,109920,0,1527888,0,0
Martinique,MTQ,1997,109920,0,1520560,0,0
Martinique,MTQ,1998,109920,0,1516896,0,0
Martinique,MTQ,1999,109920,0,1520560,0,0
Martinique,MTQ,2000,128240,0,1612160,0,0
Martinique,MTQ,2001,128240,0,1689104,0,0
Martinique,MTQ,2002,109920,0,1674448,0,0
Martinique,MTQ,2003,109920,0,1886960,0,0
Martinique,MTQ,2004,109920,0,1960240,0,0
Martinique,MTQ,2005,109920,0,2092144,0,0
Martinique,MTQ,2006,109920,0,2015200,0,0
Martinique,MTQ,2007,109920,0,1821008,0,0
Martinique,MTQ,2008,73280,0,1799024,0,0
Martinique,MTQ,2009,73280,0,1952912,0,0
Martinique,MTQ,2010,73280,0,1934592,0,0
Martinique,MTQ,2011,73280,0,2143440,0,0
Martinique,MTQ,2012,73280,0,2139776,0,0
Martinique,MTQ,2013,73280,0,2136112,0,0
Martinique,MTQ,2014,73280,0,2224048,0,0
Mauritania,MRT,1959,0,0,32976,0,0
Mauritania,MRT,1960,0,0,36640,0,0
Mauritania,MRT,1961,0,0,47632,0,0
Mauritania,MRT,1962,0,0,62288,0,0
Mauritania,MRT,1963,0,0,87936,0,0
Mauritania,MRT,1964,0,0,117248,0,0
Mauritania,MRT,1965,0,0,161216,0,0
Mauritania,MRT,1966,0,0,179536,0,0
Mauritania,MRT,1967,0,0,197856,0,0
Mauritania,MRT,1968,0,0,234496,0,0
Mauritania,MRT,1969,0,0,267472,7328,0
Mauritania,MRT,1970,0,0,395712,32976,0
Mauritania,MRT,1971,0,0,384720,14656,0
Mauritania,MRT,1972,0,0,428688,14656,0
Mauritania,MRT,1973,0,0,454336,14656,0
Mauritania,MRT,1974,0,0,468992,14656,0
Mauritania,MRT,1975,0,0,494640,14656,0
Mauritania,MRT,1976,0,0,501968,14656,0
Mauritania,MRT,1977,0,0,538608,14656,0
Mauritania,MRT,1978,0,0,567920,14656,0
Mauritania,MRT,1979,0,0,586240,18320,0
Mauritania,MRT,1980,0,0,611888,14656,0
Mauritania,MRT,1981,29312,0,615552,14656,0
Mauritania,MRT,1982,0,0,864704,18320,0
Mauritania,MRT,1983,0,0,919664,18320,0
Mauritania,MRT,1984,0,0,853712,18320,0
Mauritania,MRT,1985,0,0,637536,18320,0
Mauritania,MRT,1986,0,0,362736,14656,0
Mauritania,MRT,1987,40304,0,3227984,14656,0
Mauritania,MRT,1988,43968,0,3169360,14656,0
Mauritania,MRT,1989,43968,0,2788304,14656,0
Mauritania,MRT,1990,51296,0,839056,14656,0
Mauritania,MRT,1991,51296,0,853712,14656,0
Mauritania,MRT,1992,62288,0,890352,14656,0
Mauritania,MRT,1993,54960,0,912336,14656,0
Mauritania,MRT,1994,186864,0,941648,14656,0
Mauritania,MRT,1995,58624,0,1003936,10992,0
Mauritania,MRT,1996,51296,0,1055232,7328,0
Mauritania,MRT,1997,40304,0,1073552,3664,0
Mauritania,MRT,1998,51296,0,1066224,3664,0
Mauritania,MRT,1999,51296,0,1095536,0,0
Mauritania,MRT,2000,58624,0,1113856,0,0
Mauritania,MRT,2001,98928,0,1172480,0,0
Mauritania,MRT,2002,98928,0,1249424,0,0
Mauritania,MRT,2003,98928,0,1289728,0,0
Mauritania,MRT,2004,150224,0,1384992,0,0
Mauritania,MRT,2005,150224,0,1436288,0,0
Mauritania,MRT,2006,186864,0,1421632,0,0
Mauritania,MRT,2007,205184,0,1637808,0,0
Mauritania,MRT,2008,161216,0,1773376,0,0
Mauritania,MRT,2009,161216,0,1960240,0,0
Mauritania,MRT,2010,274800,0,1960240,0,0
Mauritania,MRT,2011,282128,0,2110464,0,0
Mauritania,MRT,2012,322432,0,2330304,0,0
Mauritania,MRT,2013,344416,0,2322976,0,0
Mauritania,MRT,2014,384720,0,2322976,0,0
Mauritius,MUS,1950,0,0,69616,128240,0
Mauritius,MUS,1951,0,0,69616,69616,0
Mauritius,MUS,1952,0,0,102592,73280,0
Mauritius,MUS,1953,0,0,113584,73280,0
Mauritius,MUS,1954,0,0,113584,73280,0
Mauritius,MUS,1955,0,0,102592,25648,0
Mauritius,MUS,1956,0,0,164880,51296,0
Mauritius,MUS,1957,0,0,175872,43968,0
Mauritius,MUS,1958,0,0,161216,51296,0
Mauritius,MUS,1959,0,0,186864,36640,0
Mauritius,MUS,1960,0,0,172208,7328,0
Mauritius,MUS,1961,0,0,172208,14656,0
Mauritius,MUS,1962,0,0,245488,7328,0
Mauritius,MUS,1963,0,0,201520,3664,0
Mauritius,MUS,1964,0,0,304112,3664,0
Mauritius,MUS,1965,0,0,300448,3664,0
Mauritius,MUS,1966,0,0,267472,7328,0
Mauritius,MUS,1967,0,0,498304,0,0
Mauritius,MUS,1968,0,0,633872,3664,0
Mauritius,MUS,1969,0,0,571584,3664,0
Mauritius,MUS,1970,0,0,498304,0,0
Mauritius,MUS,1971,0,0,392048,3664,0
Mauritius,MUS,1972,0,0,688832,3664,0
Mauritius,MUS,1973,0,0,674176,3664,0
Mauritius,MUS,1974,0,0,688832,3664,0
Mauritius,MUS,1975,0,0,589904,0,0
Mauritius,MUS,1976,0,0,615552,3664,0
Mauritius,MUS,1977,0,0,637536,3664,0
Mauritius,MUS,1978,0,0,626544,3664,0
Mauritius,MUS,1979,0,0,655856,3664,0
Mauritius,MUS,1980,0,0,589904,3664,0
Mauritius,MUS,1981,0,0,538608,3664,0
Mauritius,MUS,1982,0,0,498304,3664,0
Mauritius,MUS,1983,0,0,556928,36640,0
Mauritius,MUS,1984,0,0,560592,62288,0
Mauritius,MUS,1985,0,0,611888,95264,0
Mauritius,MUS,1986,0,0,677840,120912,0
Mauritius,MUS,1987,0,0,831728,98928,0
Mauritius,MUS,1988,0,0,743792,109920,0
Mauritius,MUS,1989,0,0,853712,197856,0
Mauritius,MUS,1990,0,0,1264080,197856,0
Mauritius,MUS,1991,0,0,1348352,175872,0
Mauritius,MUS,1992,0,0,1516896,190528,0
Mauritius,MUS,1993,0,0,1608496,168544,0
Mauritius,MUS,1994,0,0,1531552,91600,0
Mauritius,MUS,1995,0,0,1663456,168544,0
Mauritius,MUS,1996,0,0,1839328,109920,0
Mauritius,MUS,1997,0,0,1875968,120912,0
Mauritius,MUS,1998,0,0,2007872,161216,0
Mauritius,MUS,1999,0,0,2103136,322432,0
Mauritius,MUS,2000,0,0,2095808,593568,0
Mauritius,MUS,2001,0,0,2172752,688832,0
Mauritius,MUS,2002,0,0,2147104,736464,0
Mauritius,MUS,2003,0,0,2308320,751120,0
Mauritius,MUS,2004,0,0,2421904,666848,0
Mauritius,MUS,2005,0,0,2440224,850048,0
Mauritius,MUS,2006,0,0,2491520,1135840,0
Mauritius,MUS,2007,0,0,2363280,1322704,0
Mauritius,MUS,2008,0,0,2224048,1542544,0
Mauritius,MUS,2009,0,0,2297328,1410640,0
Mauritius,MUS,2010,0,0,2341296,1571856,0
Mauritius,MUS,2011,0,0,2410912,1505904,0
Mauritius,MUS,2012,0,0,2377936,1586512,0
Mauritius,MUS,2013,0,0,2396256,1670784,0
Mauritius,MUS,2014,0,0,2491520,1736736,0
Mexico,MEX,1891,0,0,0,520288,0
Mexico,MEX,1892,0,0,0,578912,0
Mexico,MEX,1893,0,0,0,531280,0
Mexico,MEX,1894,0,0,0,538608,0
Mexico,MEX,1895,0,0,0,494640,0
Mexico,MEX,1896,0,0,0,578912,0
Mexico,MEX,1897,0,0,0,688832,0
Mexico,MEX,1898,0,0,0,736464,0
Mexico,MEX,1899,0,0,0,754784,0
Mexico,MEX,1900,0,0,0,1000272,0
Mexico,MEX,1901,0,0,7328,1304384,0
Mexico,MEX,1902,0,0,14656,1410640,0
Mexico,MEX,1903,0,0,29312,1527888,0
Mexico,MEX,1904,0,0,58624,1659792,0
Mexico,MEX,1905,0,0,109920,1597504,0
Mexico,MEX,1906,0,0,219840,1696432,0
Mexico,MEX,1907,0,0,472656,1791696,0
Mexico,MEX,1908,0,0,1718416,2051840,0
Mexico,MEX,1909,0,0,1227440,2465872,0
Mexico,MEX,1910,0,0,1593840,2561136,0
Mexico,MEX,1911,0,0,5748816,2652736,0
Mexico,MEX,1912,0,0,6774736,1861312,0
Mexico,MEX,1913,0,0,10603616,1135840,0
Mexico,MEX,1914,0,0,8665360,1476592,0
Mexico,MEX,1915,0,0,13461536,853712,0
Mexico,MEX,1916,0,0,16616240,567920,0
Mexico,MEX,1917,0,0,25314576,817072,0
Mexico,MEX,1918,0,0,29161776,1480256,0
Mexico,MEX,1919,0,0,39769056,1315376,0
Mexico,MEX,1920,0,0,74881168,1355680,0
Mexico,MEX,1921,0,0,88895968,1392320,0
Mexico,MEX,1922,0,0,83784688,1766048,0
Mexico,MEX,1923,0,0,69648976,2388928,0
Mexico,MEX,1924,0,0,65548960,2322976,0
Mexico,MEX,1925,0,0,54069648,2737008,274800
Mexico,MEX,1926,0,0,42205616,2480528,0
Mexico,MEX,1927,0,0,29843280,1952912,0
Mexico,MEX,1928,106256,0,22038960,1938256,0
Mexico,MEX,1929,113584,0,19635376,1996880,403040
Mexico,MEX,1930,0,0,17371024,2451216,560592
Mexico,MEX,1931,0,0,14520432,1747728,483648
Mexico,MEX,1932,0,0,14414176,1308048,472656
Mexico,MEX,1933,0,0,14938128,1227440,575248
Mexico,MEX,1934,0,0,16773792,1480256,637536
Mexico,MEX,1935,124576,0,17814368,2377936,1110192
Mexico,MEX,1936,142896,0,18030544,2476864,1308048
Mexico,MEX,1937,172208,0,20588016,2352288,1791696
Mexico,MEX,1938,186864,0,19968800,2070160,2037184
Mexico,MEX,1939,205184,0,18829296,1659792,1971232
Mexico,MEX,1940,241824,0,19331264,1546208,2095808
Mexico,MEX,1941,267472,0,18895248,1623152,1762384
Mexico,MEX,1942,293120,0,15282544,1733072,1674448
Mexico,MEX,1943,289456,0,15432768,1996880,1344688
Mexico,MEX,1944,304112,0,16770128,1711088,1341024
Mexico,MEX,1945,370064,0,19115088,1733072,1399648
Mexico,MEX,1946,366400,0,21613936,1853984,1788032
Mexico,MEX,1947,498304,0,24702688,1971232,2183744
Mexico,MEX,1948,538608,0,25680976,2000544,2290000
Mexico,MEX,1949,611888,0,23984544,2037184,2333968
Mexico,MEX,1950,762112,2678384,23680432,1857648,1535216
Mexico,MEX,1951,806080,3678656,26622624,2128784,1659792
Mexico,MEX,1952,828064,3784912,28058912,2605104,1941920
Mexico,MEX,1953,831728,3664000,27329776,2821280,2066496
Mexico,MEX,1954,872032,3748272,26813152,2638080,2205728
Mexico,MEX,1955,1003936,4807168,28846672,2682048,2330304
Mexico,MEX,1956,1135840,4536032,31176976,2817616,2476864
Mexico,MEX,1957,1275072,6056592,36467792,2850592,2634416
Mexico,MEX,1958,1264080,7379296,37904080,2887232,4583664
Mexico,MEX,1959,1348352,8830240,39838672,3132720,5147920
Mexico,MEX,1960,1538880,8687344,42967728,3491792,6379024
Mexico,MEX,1961,1513232,7155792,44971936,3576064,8035152
Mexico,MEX,1962,1670784,4294208,42227600,3718960,11849376
Mexico,MEX,1963,1875968,5921024,42777200,4078032,11658848
Mexico,MEX,1964,2202064,7877600,46452192,4235584,13454208
Mexico,MEX,1965,2143440,5910032,47298576,4070704,15766192
Mexico,MEX,1966,2454880,6661152,50303056,4433440,17011952
Mexico,MEX,1967,2788304,5803776,56608800,5016016,19814912
Mexico,MEX,1968,3052112,5807440,59411760,5814768,19825904
Mexico,MEX,1969,3381872,6118880,66904640,6206816,19595072
Mexico,MEX,1970,3579728,9614336,73408240,6767408,20610000
Mexico,MEX,1971,3667664,10119968,84935184,7426928,20086048
Mexico,MEX,1972,4286880,8463840,89892576,8152400,21555312
Mexico,MEX,1973,4876784,7196096,99048912,9031760,24021184
Mexico,MEX,1974,5279824,10043024,103328464,11138560,25091072
Mexico,MEX,1975,5785456,10457056,111169424,11204512,25717616
Mexico,MEX,1976,6269104,11446336,129408816,11680832,25182672
Mexico,MEX,1977,6591536,7111824,139961136,12527216,26501712
Mexico,MEX,1978,7005568,10588960,155569776,15799168,33503616
Mexico,MEX,1979,7562496,8471168,166466512,17294080,40882912
Mexico,MEX,1980,8093776,9885472,195796832,10662240,43792128
Mexico,MEX,1981,8958480,11867696,207602240,8559104,47309568
Mexico,MEX,1982,9614336,17217136,215575104,10336144,51841936
Mexico,MEX,1983,8504144,11475648,195683248,10651248,51900560
Mexico,MEX,1984,9185648,7291360,197907296,10566976,52446496
Mexico,MEX,1985,10306832,6261776,204220368,12893616,54582608
Mexico,MEX,1986,9841504,4063376,219557872,12417296,48438080
Mexico,MEX,1987,11134896,4411456,230842992,11592896,49119584
Mexico,MEX,1988,11219168,2568464,232341568,11054288,49632544
Mexico,MEX,1989,11343744,2073824,247675408,12329360,88155840
Mexico,MEX,1990,11860368,1846656,235639168,15894432,52922816
Mexico,MEX,1991,12508896,1868640,246532240,15509712,55267776
Mexico,MEX,1992,13395584,1890624,248719648,14806224,55612192
Mexico,MEX,1993,13512832,2612432,249796864,18202752,55066256
Mexico,MEX,1994,14798896,2491520,258051856,20247264,56901920
Mexico,MEX,1995,11981280,4132992,237244000,22266128,56920240
Mexico,MEX,1996,12640800,8709328,236844624,25197328,62746000
Mexico,MEX,1997,13729008,12190128,252204112,25574720,65772464
Mexico,MEX,1998,13824272,13314976,264276992,26267216,71088928
Mexico,MEX,1999,14656000,9405488,271403472,26003408,69802864
Mexico,MEX,2000,16557616,9724256,263873952,26699568,81201568
Mexico,MEX,2001,16000688,7536848,275576768,30638368,82887008
Mexico,MEX,2002,16630896,5188224,265361536,34701744,92171584
Mexico,MEX,2003,16740816,5550960,273195168,42458432,101903168
Mexico,MEX,2004,17436976,3246304,276738256,37882096,105647776
Mexico,MEX,2005,18660752,3872848,291123120,46807600,105515872
Mexico,MEX,2006,20111696,5833088,284689136,50288400,117936832
Mexico,MEX,2007,19312944,11050624,286649376,45840304,117273648
Mexico,MEX,2008,18506864,26593312,288397104,40783984,118567040
Mexico,MEX,2009,17521248,21053344,272740832,40813296,123432832
Mexico,MEX,2010,17191488,11882352,259678672,51054176,124121664
Mexico,MEX,2011,17638496,7133808,272510000,56040880,130705872
Mexico,MEX,2012,18030544,2780976,290155824,49222176,135725552
Mexico,MEX,2013,17246448,2744336,277694560,49976960,142276784
Mexico,MEX,2014,17440640,6148192,268842336,48943712,138502864
Micronesia (country),FSM,1992,0,0,98928,0,0
Micronesia (country),FSM,1993,0,0,98928,0,0
Micronesia (country),FSM,1994,0,0,102592,0,0
Micronesia (country),FSM,1995,0,0,106256,0,0
Micronesia (country),FSM,1996,0,0,106256,0,0
Micronesia (country),FSM,1997,0,0,109920,0,0
Micronesia (country),FSM,1998,0,0,117248,0,0
Micronesia (country),FSM,1999,0,0,109920,0,0
Micronesia (country),FSM,2000,0,0,124576,0,0
Micronesia (country),FSM,2001,0,0,168544,0,0
Micronesia (country),FSM,2002,0,0,142896,0,0
Micronesia (country),FSM,2003,0,0,142896,0,0
Micronesia (country),FSM,2004,0,0,142896,0,0
Micronesia (country),FSM,2005,0,0,120912,0,0
Micronesia (country),FSM,2006,0,0,120912,0,0
Micronesia (country),FSM,2007,0,0,139232,0,0
Micronesia (country),FSM,2008,0,0,117248,0,0
Micronesia (country),FSM,2009,0,0,161216,0,0
Micronesia (country),FSM,2010,0,0,113584,0,0
Micronesia (country),FSM,2011,0,0,120912,0,0
Micronesia (country),FSM,2012,0,0,135568,0,0
Micronesia (country),FSM,2013,0,0,142896,0,0
Micronesia (country),FSM,2014,0,0,150224,0,0
Middle East,,1751,0,0,0,0,0
Middle East,,1752,0,0,0,0,0
Middle East,,1753,0,0,0,0,0
Middle East,,1754,0,0,0,0,0
Middle East,,1755,0,0,0,0,0
Middle East,,1756,0,0,0,0,0
Middle East,,1757,0,0,0,0,0
Middle East,,1758,0,0,0,0,0
Middle East,,1759,0,0,0,0,0
Middle East,,1760,0,0,0,0,0
Middle East,,1761,0,0,0,0,0
Middle East,,1762,0,0,0,0,0
Middle East,,1763,0,0,0,0,0
Middle East,,1764,0,0,0,0,0
Middle East,,1765,0,0,0,0,0
Middle East,,1766,0,0,0,0,0
Middle East,,1767,0,0,0,0,0
Middle East,,1768,0,0,0,0,0
Middle East,,1769,0,0,0,0,0
Middle East,,1770,0,0,0,0,0
Middle East,,1771,0,0,0,0,0
Middle East,,1772,0,0,0,0,0
Middle East,,1773,0,0,0,0,0
Middle East,,1774,0,0,0,0,0
Middle East,,1775,0,0,0,0,0
Middle East,,1776,0,0,0,0,0
Middle East,,1777,0,0,0,0,0
Middle East,,1778,0,0,0,0,0
Middle East,,1779,0,0,0,0,0
Middle East,,1780,0,0,0,0,0
Middle East,,1781,0,0,0,0,0
Middle East,,1782,0,0,0,0,0
Middle East,,1783,0,0,0,0,0
Middle East,,1784,0,0,0,0,0
Middle East,,1785,0,0,0,0,0
Middle East,,1786,0,0,0,0,0
Middle East,,1787,0,0,0,0,0
Middle East,,1788,0,0,0,0,0
Middle East,,1789,0,0,0,0,0
Middle East,,1790,0,0,0,0,0
Middle East,,1791,0,0,0,0,0
Middle East,,1792,0,0,0,0,0
Middle East,,1793,0,0,0,0,0
Middle East,,1794,0,0,0,0,0
Middle East,,1795,0,0,0,0,0
Middle East,,1796,0,0,0,0,0
Middle East,,1797,0,0,0,0,0
Middle East,,1798,0,0,0,0,0
Middle East,,1799,0,0,0,0,0
Middle East,,1800,0,0,0,0,0
Middle East,,1801,0,0,0,0,0
Middle East,,1802,0,0,0,0,0
Middle East,,1803,0,0,0,0,0
Middle East,,1804,0,0,0,0,0
Middle East,,1805,0,0,0,0,0
Middle East,,1806,0,0,0,0,0
Middle East,,1807,0,0,0,0,0
Middle East,,1808,0,0,0,0,0
Middle East,,1809,0,0,0,0,0
Middle East,,1810,0,0,0,0,0
Middle East,,1811,0,0,0,0,0
Middle East,,1812,0,0,0,0,0
Middle East,,1813,0,0,0,0,0
Middle East,,1814,0,0,0,0,0
Middle East,,1815,0,0,0,0,0
Middle East,,1816,0,0,0,0,0
Middle East,,1817,0,0,0,0,0
Middle East,,1818,0,0,0,0,0
Middle East,,1819,0,0,0,0,0
Middle East,,1820,0,0,0,0,0
Middle East,,1821,0,0,0,0,0
Middle East,,1822,0,0,0,0,0
Middle East,,1823,0,0,0,0,0
Middle East,,1824,0,0,0,0,0
Middle East,,1825,0,0,0,0,0
Middle East,,1826,0,0,0,0,0
Middle East,,1827,0,0,0,0,0
Middle East,,1828,0,0,0,0,0
Middle East,,1829,0,0,0,0,0
Middle East,,1830,0,0,0,0,0
Middle East,,1831,0,0,0,0,0
Middle East,,1832,0,0,0,0,0
Middle East,,1833,0,0,0,0,0
Middle East,,1834,0,0,0,0,0
Middle East,,1835,0,0,0,0,0
Middle East,,1836,0,0,0,0,0
Middle East,,1837,0,0,0,0,0
Middle East,,1838,0,0,0,0,0
Middle East,,1839,0,0,0,0,0
Middle East,,1840,0,0,0,0,0
Middle East,,1841,0,0,0,0,0
Middle East,,1842,0,0,0,0,0
Middle East,,1843,0,0,0,0,0
Middle East,,1844,0,0,0,0,0
Middle East,,1845,0,0,0,0,0
Middle East,,1846,0,0,0,0,0
Middle East,,1847,0,0,0,0,0
Middle East,,1848,0,0,0,0,0
Middle East,,1849,0,0,0,0,0
Middle East,,1850,0,0,0,0,0
Middle East,,1851,0,0,0,0,0
Middle East,,1852,0,0,0,0,0
Middle East,,1853,0,0,0,0,0
Middle East,,1854,0,0,0,0,0
Middle East,,1855,0,0,0,0,0
Middle East,,1856,0,0,0,0,0
Middle East,,1857,0,0,0,0,0
Middle East,,1858,0,0,0,0,0
Middle East,,1859,0,0,0,0,0
Middle East,,1860,0,0,0,0,0
Middle East,,1861,0,0,0,0,0
Middle East,,1862,0,0,0,0,0
Middle East,,1863,0,0,0,0,0
Middle East,,1864,0,0,0,0,0
Middle East,,1865,0,0,0,150224,0
Middle East,,1866,0,0,0,208848,0
Middle East,,1867,0,0,0,227168,0
Middle East,,1868,0,0,0,175872,0
Middle East,,1869,0,0,0,267472,0
Middle East,,1870,0,0,0,157552,0
Middle East,,1871,0,0,0,197856,0
Middle East,,1872,0,0,0,245488,0
Middle East,,1873,0,0,0,238160,0
Middle East,,1874,0,0,0,256480,0
Middle East,,1875,0,0,0,351744,0
Middle East,,1876,0,0,0,274800,0
Middle East,,1877,0,0,0,447008,0
Middle East,,1878,0,0,0,326096,0
Middle East,,1879,0,0,0,124576,0
Middle East,,1880,0,0,0,139232,0
Middle East,,1881,0,0,0,183200,0
Middle East,,1882,0,0,0,153888,0
Middle East,,1883,0,0,0,161216,0
Middle East,,1884,0,0,0,175872,0
Middle East,,1885,0,0,0,194192,0
Middle East,,1886,0,0,0,135568,0
Middle East,,1887,0,0,0,245488,0
Middle East,,1888,0,0,0,267472,0
Middle East,,1889,0,0,0,403040,0
Middle East,,1890,0,0,0,366400,0
Middle East,,1891,0,0,0,403040,0
Middle East,,1892,0,0,0,410368,0
Middle East,,1893,0,0,0,425024,0
Middle East,,1894,0,0,0,392048,0
Middle East,,1895,0,0,0,373728,0
Middle East,,1896,0,0,0,443344,0
Middle East,,1897,0,0,0,315104,0
Middle East,,1898,0,0,0,523952,0
Middle East,,1899,0,0,0,670512,0
Middle East,,1900,0,0,0,1036912,0
Middle East,,1901,0,0,0,948976,0
Middle East,,1902,0,0,0,1047904,0
Middle East,,1903,0,0,0,1205456,0
Middle East,,1904,0,0,0,1366672,0
Middle East,,1905,0,0,0,1531552,0
Middle East,,1906,0,0,3664,1579184,0
Middle East,,1907,0,0,0,1879632,0
Middle East,,1908,0,0,0,1722080,0
Middle East,,1909,0,0,0,1956576,0
Middle East,,1910,0,0,0,1883296,0
Middle East,,1911,0,0,135568,2227712,0
Middle East,,1912,0,0,252816,1996880,0
Middle East,,1913,0,0,853712,2037184,0
Middle East,,1914,0,0,1172480,1663456,0
Middle East,,1915,0,0,1403312,1036912,0
Middle East,,1916,0,0,2007872,512960,0
Middle East,,1917,0,0,2799296,392048,0
Middle East,,1918,0,0,3447824,458000,0
Middle East,,1919,0,0,4319856,937984,0
Middle East,,1920,0,0,5437376,1403312,0
Middle East,,1921,0,0,7254720,842720,0
Middle East,,1922,0,0,9225952,1011264,0
Middle East,,1923,0,0,11578240,1472928,0
Middle East,,1924,0,0,13505504,2451216,0
Middle East,,1925,0,0,14201664,2366944,0
Middle East,,1926,0,0,15059040,3008144,0
Middle East,,1927,0,0,16839744,3279280,0
Middle East,,1928,29312,0,17968256,3096080,0
Middle East,,1929,32976,0,17393008,3517440,0
Middle East,,1930,65952,0,18884256,3942464,0
Middle East,,1931,95264,0,18294352,3891168,0
Middle East,,1932,124576,0,20463440,3949792,0
Middle East,,1933,153888,0,22452992,4605648,0
Middle East,,1934,164880,0,26476064,5708512,0
Middle East,,1935,223504,0,29594128,5869728,0
Middle East,,1936,234496,0,33298432,5796448,0
Middle East,,1937,311440,0,41212672,4140320,0
Middle East,,1938,304112,0,41377552,4499392,0
Middle East,,1939,311440,0,46847904,4961056,0
Middle East,,1940,285792,0,39655472,5580272,0
Middle East,,1941,260144,0,30022816,5723168,0
Middle East,,1942,648528,0,41765936,5056320,0
Middle East,,1943,260144,0,45964880,6217808,0
Middle East,,1944,333424,0,60225168,7148464,0
Middle East,,1945,318768,0,78497536,7342656,0
Middle East,,1946,410368,0,105138480,7258384,0
Middle East,,1947,465328,0,125803440,7800656,0
Middle East,,1948,414032,0,100291008,7917904,0
Middle East,,1949,483648,0,109033312,8200032,3664
Middle East,,1950,619216,0,8086448,8390560,0
Middle East,,1951,670512,0,16828752,8614064,0
Middle East,,1952,747456,0,14128384,8408880,0
Middle East,,1953,875696,0,16161904,10523008,0
Middle East,,1954,1091872,0,21075328,11021312,0
Middle East,,1955,1366672,11640528,25897152,10599952,1216448
Middle East,,1956,1604832,12754384,32862416,11182528,1542544
Middle East,,1957,1971232,8665360,37860112,12182800,1916272
Middle East,,1958,3554080,9870816,41494800,12541872,1853984
Middle East,,1959,2597776,11208176,43436720,11973952,2399920
Middle East,,1960,2956848,12681104,58656976,12083872,4803504
Middle East,,1961,3180352,14388528,61511232,11277792,5016016
Middle East,,1962,3436832,15773520,72569184,12578512,5862400
Middle East,,1963,3770256,23629136,76738816,13652064,6826032
Middle East,,1964,4001088,44272112,73803952,15201936,8526128
Middle East,,1965,4462752,59972352,85396848,15000416,9141680
Middle East,,1966,5089296,69535392,97814144,16674864,11116576
Middle East,,1967,5129600,89108480,84359936,15832144,12516224
Middle East,,1968,6085904,92614928,106310960,16172896,16447696
Middle East,,1969,7163120,119376784,101313264,17532240,24805280
Middle East,,1970,7756688,115405008,115928960,18781664,29249712
Middle East,,1971,8844896,144453200,135835472,19225008,28088224
Middle East,,1972,10010048,164480624,137202144,21379440,30396544
Middle East,,1973,10050352,198405600,165184112,22009648,35647056
Middle East,,1974,11050624,194082080,177209360,23031904,40670400
Middle East,,1975,13003536,167448464,190462048,23665776,42381488
Middle East,,1976,14656000,202696144,224991584,25992416,42854144
Middle East,,1977,16264496,189186976,266277536,26314848,39798368
Middle East,,1978,21115632,185200544,270663344,23006256,40322320
Middle East,,1979,20111696,154902928,314286928,27553280,57642048
Middle East,,1980,19965136,138469888,297392224,26670256,76661872
Middle East,,1981,22801072,88991232,320841824,29224064,94893936
Middle East,,1982,25219312,90599728,348944704,36585040,67886592
Middle East,,1983,25468464,77233456,392443712,41894176,62588448
Middle East,,1984,29978848,47859168,397441408,49376064,104160192
Middle East,,1985,31895120,43319472,426192816,58209968,117863552
Middle East,,1986,32554640,36918464,447608896,64493728,139319936
Middle East,,1987,34588160,34613808,452438048,68212688,148216128
Middle East,,1988,35753312,32367776,486582864,66311072,164905648
Middle East,,1989,38142240,28311728,509215392,71187856,184423776
Middle East,,1990,37929728,39094880,468937040,78618448,210262304
Middle East,,1991,36867168,57359920,966907616,83044560,243333568
Middle East,,1992,40575136,32070992,559397536,83733392,263027568
Middle East,,1993,43978992,27857392,610840096,81795136,295878992
Middle East,,1994,44345392,33793072,627584576,82898000,321255856
Middle East,,1995,48276864,27410384,624873216,86730544,290910608
Middle East,,1996,50273744,29381616,601848640,99019600,306797712
Middle East,,1997,49878032,32250528,545129920,109780768,328320048
Middle East,,1998,53666608,29722368,610506672,115580880,337996672
Middle East,,1999,53838816,35203712,683284704,107842512,359958688
Middle East,,2000,55919968,35167072,763233184,121318704,387691504
Middle East,,2001,55674480,34144816,793538128,108282192,386387120
Middle East,,2002,60617216,28846672,769879680,110938592,430399088
Middle East,,2003,62551808,37545008,809033184,118306896,462994032
Middle East,,2004,67622784,49090272,859629360,122044176,522453424
Middle East,,2005,71268464,49211184,857449280,122703696,578248816
Middle East,,2006,77035600,58301568,898486080,140206624,629511840
Middle East,,2007,85810880,57576096,843822864,151814176,654635888
Middle East,,2008,94494560,56528192,920415120,152286832,708467376
Middle East,,2009,104178512,57484496,962356928,149894240,728216336
Middle East,,2010,113382480,53472416,982596864,161461488,793604080
Middle East,,2011,119768832,58330880,964364800,167660976,849337184
Middle East,,2012,125700848,64775856,1066326592,178748240,875245328
Middle East,,2013,130911056,66692128,1031031280,165843632,885881920
Middle East,,2014,131456992,66816704,1114526512,177311952,957392208
Moldova,MDA,1992,348080,0,9603344,4008416,6994576
Moldova,MDA,1993,51296,0,6360704,3986432,5217536
Moldova,MDA,1994,18320,0,3341568,3696976,5023344
Moldova,MDA,1995,25648,0,3052112,2246032,5858736
